Date,Price
2019-11-18,283.020751953125
2019-11-19,282.93914794921875
2019-11-20,281.88690185546875
2019-11-21,281.4335327148437
2019-11-22,282.0593566894531
2019-11-25,284.2453308105469
2019-11-26,284.8892822265625
2019-11-27,286.1592712402344
2019-11-29,285.0979919433594
2019-12-02,282.6761474609375
2019-12-03,280.78033447265625
2019-12-04,282.5129089355469
2019-12-05,283.020751953125
2019-12-06,285.6059265136719
2019-12-09,284.7079467773437
2019-12-10,284.3905334472656
2019-12-11,285.1977844238281
2019-12-12,287.6558837890625
2019-12-13,287.8282165527344
2019-12-16,289.8055725097656
2019-12-17,289.8691711425781
2019-12-18,289.8871459960937
2019-12-19,291.075439453125
2019-12-20,292.35162353515625
2019-12-23,292.7982482910156
2019-12-24,292.80743408203125
2019-12-26,294.3661193847656
2019-12-27,294.2930908203125
2019-12-30,292.67059326171875
2019-12-31,293.38153076171875
2020-01-02,296.1253967285156
2020-01-03,293.8829040527344
2020-01-06,295.0041809082031
2020-01-07,294.17462158203125
2020-01-08,295.74249267578125
2020-01-09,297.7478332519531
2020-01-10,296.8909606933594
2020-01-13,298.9327697753906
2020-01-14,298.4769897460937
2020-01-15,299.15155029296875
2020-01-16,301.63995361328125
2020-01-17,302.57891845703125
2020-01-21,301.9863586425781
2020-01-22,302.0228271484375
2020-01-23,302.3691711425781
2020-01-24,299.68017578125
2020-01-27,294.87646484375
2020-01-28,297.96661376953125
2020-01-29,297.7204895019531
2020-01-30,298.6866455078125
2020-01-31,293.2632141113281
2020-02-03,295.441650390625
2020-02-04,299.9446105957031
2020-02-05,303.4082336425781
2020-02-06,304.4292297363281
2020-02-07,302.80670166015625
2020-02-10,305.0673522949219
2020-02-11,305.5960388183594
2020-02-12,307.5648498535156
2020-02-13,307.2367248535156
2020-02-14,307.72900390625
2020-02-18,306.9358825683594
2020-02-19,308.40350341796875
2020-02-20,307.13641357421875
2020-02-21,303.9734802246094
2020-02-24,293.8920593261719
2020-02-25,284.986572265625
2020-02-26,283.9383239746094
2020-02-27,271.1861267089844
2020-02-28,270.0467834472656
2020-03-02,281.7415466308594
2020-03-03,273.674560546875
2020-03-04,285.1778869628906
2020-03-05,275.6981811523437
2020-03-06,271.1404724121094
2020-03-09,249.96597290039065
2020-03-10,262.90045166015625
2020-03-11,250.08447265625
2020-03-12,226.1570587158203
2020-03-13,245.49041748046875
2020-03-16,218.62789916992188
2020-03-17,230.4320831298828
2020-03-18,218.76466369628903
2020-03-19,219.22952270507807
2020-03-20,209.781982421875
2020-03-23,204.418212890625
2020-03-24,222.939208984375
2020-03-25,226.27664184570312
2020-03-26,239.48887634277344
2020-03-27,232.35557556152344
2020-03-30,239.9015045166016
2020-03-31,236.32565307617188
2020-04-01,225.6898651123047
2020-04-02,230.8977203369141
2020-04-03,227.560302734375
2020-04-06,242.8446350097656
2020-04-07,243.0922088623047
2020-04-08,251.25247192382807
2020-04-09,255.07586669921875
2020-04-13,252.7469940185547
2020-04-14,260.20123291015625
2020-04-15,254.6724090576172
2020-04-16,255.90103149414065
2020-04-17,262.8142395019531
2020-04-20,258.1840515136719
2020-04-21,250.34478759765625
2020-04-22,255.90103149414065
2020-04-23,255.8826904296875
2020-04-24,259.4493408203125
2020-04-27,263.190185546875
2020-04-28,261.9799194335937
2020-04-29,268.838134765625
2020-04-30,266.3351135253906
2020-05-01,259.2843322753906
2020-05-04,259.9994506835937
2020-05-05,262.4017028808594
2020-05-06,260.6229858398437
2020-05-07,263.7678527832031
2020-05-08,268.1321716308594
2020-05-11,268.1872863769531
2020-05-12,262.8418273925781
2020-05-13,258.1932678222656
2020-05-14,261.2830505371094
2020-05-15,262.48419189453125
2020-05-18,270.4794616699219
2020-05-19,267.7012023925781
2020-05-20,272.2490234375
2020-05-21,270.36944580078125
2020-05-22,270.8829345703125
2020-05-26,274.2203063964844
2020-05-27,278.3004150390625
2020-05-28,277.786865234375
2020-05-29,279.0246887207031
2020-06-01,280.1524658203125
2020-06-02,282.4721984863281
2020-06-03,286.2313537597656
2020-06-04,285.47955322265625
2020-06-05,292.79620361328125
2020-06-08,296.33544921875
2020-06-09,294.1258239746094
2020-06-10,292.48455810546875
2020-06-11,275.6231384277344
2020-06-12,278.9238586425781
2020-06-15,281.5277099609375
2020-06-16,286.9465637207031
2020-06-17,285.754638671875
2020-06-18,285.8646545410156
2020-06-19,284.23095703125
2020-06-22,286.0543212890625
2020-06-23,287.3712463378906
2020-06-24,280.040771484375
2020-06-25,283.0429992675781
2020-06-26,276.3202514648437
2020-06-29,280.3815612792969
2020-06-30,283.9731140136719
2020-07-01,285.9622802734375
2020-07-02,287.5370483398437
2020-07-06,291.975830078125
2020-07-07,288.96435546875
2020-07-08,291.17462158203125
2020-07-09,289.5169982910156
2020-07-10,292.47314453125
2020-07-13,289.94061279296875
2020-07-14,293.6979064941406
2020-07-15,296.3961486816406
2020-07-16,295.4201354980469
2020-07-17,296.27655029296875
2020-07-20,298.6708679199219
2020-07-21,299.3062744140625
2020-07-22,301.01007080078125
2020-07-23,297.4184265136719
2020-07-24,295.5029602050781
2020-07-27,297.6579284667969
2020-07-28,295.77001953125
2020-07-29,299.4075927734375
2020-07-30,298.33935546875
2020-07-31,300.6968078613281
2020-08-03,302.787353515625
2020-08-04,303.9569091796875
2020-08-05,305.8447570800781
2020-08-06,307.88922119140625
2020-08-07,308.1102600097656
2020-08-10,309.03125
2020-08-11,306.480224609375
2020-08-12,310.75323486328125
2020-08-13,310.1914367675781
2020-08-14,310.20068359375
2020-08-17,311.1861572265625
2020-08-18,311.8583374023437
2020-08-19,310.5598449707031
2020-08-20,311.52685546875
2020-08-21,312.6319885253906
2020-08-24,315.7999267578125
2020-08-25,316.9049377441406
2020-08-26,320.08221435546875
2020-08-27,320.7820739746094
2020-08-28,322.85406494140625
2020-08-31,321.6844787597656
2020-09-01,324.7143249511719
2020-09-02,329.4110412597656
2020-09-03,318.0745544433594
2020-09-04,315.4775695800781
2020-09-08,306.8577575683594
2020-09-09,312.9173583984375
2020-09-10,307.4840393066406
2020-09-11,307.6405639648437
2020-09-14,311.69256591796875
2020-09-15,313.2673645019531
2020-09-16,312.024169921875
2020-09-17,309.2798156738281
2020-09-18,305.7191467285156
2020-09-21,302.3166198730469
2020-09-22,305.39556884765625
2020-09-23,298.31317138671875
2020-09-24,299.10821533203125
2020-09-25,303.9439392089844
2020-09-28,308.99224853515625
2020-09-29,307.3095092773437
2020-09-30,309.639404296875
2020-10-01,311.6273803710937
2020-10-02,308.6685791015625
2020-10-05,314.1423034667969
2020-10-06,309.6763916015625
2020-10-07,315.06689453125
2020-10-08,317.859130859375
2020-10-09,320.6977233886719
2020-10-12,325.8568725585937
2020-10-13,323.7303466796875
2020-10-14,321.6962585449219
2020-10-15,321.2986755371094
2020-10-16,321.1045227050781
2020-10-19,316.2226257324219
2020-10-20,317.4892578125
2020-10-21,316.8883361816406
2020-10-22,318.6266784667969
2020-10-23,319.7083740234375
2020-10-26,313.8002014160156
2020-10-27,312.7184143066406
2020-10-28,302.0301208496094
2020-10-29,305.099609375
2020-10-30,301.91912841796875
2020-11-02,305.3031311035156
2020-11-03,310.6934814453125
2020-11-04,317.63726806640625
2020-11-05,323.8321228027344
2020-11-06,323.7581481933594
2020-11-09,327.8263854980469
2020-11-10,327.3455810546875
2020-11-11,329.7772827148437
2020-11-12,326.578125
2020-11-13,331.0994567871094
2020-11-16,335.2323608398437
2020-11-17,333.4294738769531
2020-11-18,329.41668701171875
2020-11-19,330.8035888671875
2020-11-20,328.538330078125
2020-11-23,330.5076599121094
2020-11-24,335.8334350585937
2020-11-25,335.315673828125
2020-11-27,336.24951171875
2020-11-30,334.7608337402344
2020-12-01,338.4223022460937
2020-12-02,339.1342163085937
2020-12-03,339.0418395996094
2020-12-04,341.9635009765625
2020-12-07,341.26080322265625
2020-12-08,342.2594299316406
2020-12-09,339.1897277832031
2020-12-10,339.0787048339844
2020-12-11,338.6811218261719
2020-12-14,337.16485595703125
2020-12-15,341.7231140136719
2020-12-16,342.2594299316406
2020-12-17,344.1732482910156
2020-12-18,342.7991027832031
2020-12-21,341.57342529296875
2020-12-22,340.9976501464844
2020-12-23,341.3041381835937
2020-12-24,342.63189697265625
2020-12-28,345.575439453125
2020-12-29,344.9161071777344
2020-12-30,345.40826416015625
2020-12-31,347.1632385253906
2021-01-04,342.4369506835937
2021-01-05,344.7953491210937
2021-01-06,346.8567810058594
2021-01-07,352.0101623535156
2021-01-08,354.0158386230469
2021-01-11,351.6295166015625
2021-01-12,351.7037658691406
2021-01-13,352.65087890625
2021-01-14,351.4158630371094
2021-01-15,348.8531799316406
2021-01-19,351.5923156738281
2021-01-20,356.4579467773437
2021-01-21,356.7828369140625
2021-01-22,355.5201416015625
2021-01-25,356.9222106933594
2021-01-26,356.3650207519531
2021-01-27,347.6553039550781
2021-01-28,350.645263671875
2021-01-29,343.62548828125
2021-02-01,349.3453063964844
2021-02-02,354.2850341796875
2021-02-03,354.5636291503906
2021-02-04,358.59356689453125
2021-02-05,360.0049743652344
2021-02-08,362.6048889160156
2021-02-09,362.3633728027344
2021-02-10,362.20556640625
2021-02-11,362.7905578613281
2021-02-12,364.582763671875
2021-02-16,364.2669067382813
2021-02-17,364.3505859375
2021-02-18,362.7998962402344
2021-02-19,362.1591796875
2021-02-22,359.3734436035156
2021-02-23,359.8099365234375
2021-02-24,363.77484130859375
2021-02-25,355.0094299316406
2021-02-26,353.1800842285156
