date,price,sma,signal,trend_following,buy_and_hold
2021-09-21,406.5823669433594,381.9390701293945,1,99518.58545442802,99518.58545442802
2021-09-22,410.5484619140625,382.28199493408204,1,100489.36085777274,100489.36085777274
2021-09-23,415.5366821289063,382.65337432861327,1,101710.3203977756,101710.3203977756
2021-09-24,416.22119140625,383.0231831359863,1,101877.86675627563,101877.86675627563
2021-09-27,415.0303649902344,383.40238632202147,1,101586.38987464255,101586.38987464255
2021-09-28,406.6667785644531,383.74032669067384,1,99539.24676640354,99539.24676640354
2021-09-29,407.3511047363281,384.0836766052246,1,99706.74830643942,99706.74830643942
2021-09-30,402.3724670410156,384.4097146606445,1,98488.13426606069,98488.13426606069
2021-10-01,407.1542663574219,384.73687042236327,1,99658.56845747262,99658.56845747262
2021-10-04,401.9035339355469,385.0350909423828,1,98373.35417935933,98373.35417935933
2021-10-05,406.08538818359375,385.3446516418457,1,99396.94067296688,99396.94067296688
2021-10-06,407.7731018066406,385.6695216369629,1,99810.039926829,99810.039926829
2021-10-07,411.2986145019531,386.0181475830078,1,100672.9746356724,100672.9746356724
2021-10-08,410.5484619140625,386.3659016418457,1,100489.36085777274,100489.36085777274
2021-10-11,407.576171875,386.69726181030273,1,99761.83766863013,99761.83766863013
2021-10-12,406.572998046875,387.0169673156738,1,99516.29224301208,99516.29224301208
2021-10-13,408.03558349609375,387.3292680358887,1,99874.28719519541,99874.28719519541
2021-10-14,414.8989868164063,387.679182434082,1,101554.23262661125,101554.23262661125
2021-10-15,418.0588684082031,388.0424354553223,1,102327.67233228081,102327.67233228081
2021-10-18,419.2964782714844,388.40310165405276,1,102630.60033150551,102630.60033150551
2021-10-19,422.53131103515625,388.8035734558105,1,103422.3857285026,103422.3857285026
2021-10-20,424.1909484863281,389.2005514526367,1,103828.61281786092,103828.61281786092
2021-10-21,425.29730224609375,389.5927540588379,1,104099.4134480304,104099.4134480304
2021-10-22,424.856689453125,389.9569866943359,1,103991.56528378505,103991.56528378505
2021-10-25,427.1350402832031,390.32258270263674,1,104549.23396352364,104549.23396352364
2021-10-26,427.5195007324219,390.702032623291,1,104643.33779876142,104643.33779876142
2021-10-27,425.6254577636719,391.0716410827637,1,104179.73560554048,104179.73560554048
2021-10-28,429.7322998046875,391.45704818725585,1,105184.96146833248,105184.96146833248
2021-10-29,430.604248046875,391.85299011230467,1,105398.38699463934,105398.38699463934
2021-11-01,431.344970703125,392.2654490661621,1,105579.692621635,105579.692621635
2021-11-02,433.0890197753906,392.6729325866699,1,106006.58102296885,106006.58102296885
2021-11-03,435.7331237792969,393.0693084716797,1,106653.77458485737,106653.77458485737
2021-11-04,437.7864990234375,393.47432678222657,1,107156.37631163733,107156.37631163733
2021-11-05,439.3053894042969,393.89325302124024,1,107528.15294154838,107528.15294154838
